time,input,output
0.0,2.62,4.49
0.005142857142865458,2.63,4.49
0.010285714285730916,2.64,4.49
0.015428571428596374,2.65,4.5
0.020571428571461832,2.66,4.49
0.025714285714327288,2.7,4.48
0.030857142857192748,2.73,4.48
0.03600000000005821,2.77,4.48
0.039181818181532435,2.8,4.48
0.04236363636300666,2.84,4.48
0.04554545454448089,2.87,4.48
0.04872727272595512,2.91,4.48
0.051909090907429345,2.94,4.48
0.05509090908890357,2.97,4.48
0.0582727272703778,3.0,4.48
0.06145454545185203,3.03,4.48
0.06463636363332625,3.07,4.48
0.06781818181480048,3.1,4.48
0.07099999999627471,3.13,4.48
0.07429999999658321,3.15,4.48
0.07759999999689171,3.18,4.48
0.08089999999720021,3.21,4.48
0.08419999999750871,3.24,4.48
0.08749999999781721,3.27,4.48
0.09079999999812571,3.3,4.48
0.09409999999843421,3.32,4.48
0.09739999999874271,3.34,0.0
0.10069999999905122,3.21,0.0
0.10399999999935972,3.1,0.0
0.10749999999898137,3.0,0.0
0.11099999999860302,2.9,0.0
0.11449999999822466,2.8,0.0
0.11799999999784631,2.71,0.0
0.12149999999746797,2.63,0.0
0.12499999999708962,2.54,0.0
0.12849999999671127,2.46,0.0
0.1319999999963329,2.39,0.0
0.13549999999595458,2.31,0.0
0.13899999999557622,2.24,0.0
0.1423999999955413,2.17,0.0
0.14579999999550636,2.1,0.0
0.14919999999547146,2.03,0.0
0.15259999999543652,1.97,0.0
0.1559999999954016,1.91,0.0
0.15939999999536666,1.85,0.0
0.16279999999533173,1.79,0.0
0.16619999999529683,1.74,0.0
0.1695999999952619,1.68,0.0
0.17299999999522697,1.69,4.49
0.17639999999519204,1.76,4.5
0.1797999999951571,1.81,4.5
0.1831999999951222,1.87,4.5
0.18659999999508728,1.92,4.48
0.18999999999505235,1.98,4.5
0.19339999999501742,2.03,4.49
0.1967999999949825,2.08,4.48
0.2001999999949476,2.12,4.48
0.20359999999491266,2.17,4.48
0.20699999999487773,2.22,4.48
0.2103999999948428,2.27,4.48
0.21379999999480787,2.31,4.48
0.21719999999477296,2.35,4.48
0.22059999999473803,2.39,4.48
0.2239999999947031,2.44,4.48
0.22739999999466817,2.48,4.48
0.23079999999463324,2.52,4.48
0.23419999999459834,2.56,4.48
0.2375999999945634,2.6,4.48
0.24099999999452848,2.64,4.48
0.24409090908606726,2.67,4.48
0.24718181817760607,2.71,4.48
0.25027272726914485,2.74,4.48
0.25336363636068365,2.78,4.48
0.25645454545222246,2.82,4.48
0.2595454545437612,2.85,4.48
0.2626363636353,2.89,4.48
0.2657272727268388,2.92,4.48
0.26881818181837763,2.95,4.48
0.2719090909099164,2.98,4.48
0.2750000000014552,3.02,4.49
0.27877777777919416,3.05,4.48
0.2825555555569331,3.08,4.48
0.2863333333346721,3.11,4.48
0.29011111111241106,3.13,4.48
0.2938888888901501,3.17,4.48
0.29766666666788905,3.19,4.48
0.301444444445628,3.22,4.48
0.305222222223367,3.25,4.48
0.30900000000110595,3.28,4.48
0.31270000000076836,3.31,4.48
0.3164000000004307,3.33,4.48
0.32010000000009314,3.28,0.0
0.3237999999997555,3.16,0.0
0.3274999999994179,3.05,0.0
0.33119999999908034,2.95,0.0
0.3348999999987427,2.86,0.0
0.3385999999984051,2.76,0.0
0.3422999999980675,2.68,0.0
0.3459999999977299,2.59,0.0
0.348749999997987,2.51,0.0
0.35149999999824405,2.43,0.0
0.35424999999850115,2.35,0.0
0.35699999999875826,2.28,0.0
0.3597499999990153,2.21,0.0
0.3624999999992724,2.14,0.0
0.3652499999995295,2.07,0.0
0.36799999999978655,2.01,0.0
0.37075000000004366,1.94,0.0
0.37350000000030076,1.88,0.0
0.3762500000005578,1.83,0.0
0.3790000000008149,1.77,0.0
0.38240000000078,1.71,0.0
0.38580000000074505,1.66,0.0
0.38920000000071014,1.72,4.5
0.3926000000006752,1.78,4.48
0.3960000000006403,1.84,4.5
0.3994000000006054,1.89,4.5
0.4028000000005704,1.95,4.5
0.4062000000005355,2.0,4.48
0.40960000000050056,2.05,4.48
0.41300000000046566,2.09,4.48
0.41677777777820463,2.14,4.48
0.4205555555559436,2.19,4.48
0.42433333333368256,2.24,4.48
0.4281111111114215,2.29,4.48
0.43188888888916055,2.33,4.48
0.4356666666668995,2.37,4.48
0.4394444444446385,2.41,4.48
0.44322222222237745,2.45,4.48
0.4470000000001164,2.5,4.48
0.45049999999973805,2.53,4.48
0.4539999999993597,2.57,4.48
0.4574999999989814,2.61,4.48
0.460999999998603,2.65,4.48
0.46449999999822467,2.69,4.48
0.4679999999978463,2.72,4.48
0.47149999999746794,2.76,4.48
0.47499999999708964,2.8,4.48
0.4784999999967113,2.83,4.48
0.4819999999963329,2.87,4.48
0.4852727272690655,2.9,4.48
0.48854545454179804,2.93,4.48
0.49181818181453063,2.96,4.48
0.49509090908726316,3.0,4.48
0.49836363635999575,3.03,4.48
0.5016363636327283,3.06,4.48
0.5049090909054609,3.09,4.48
0.5081818181781934,3.12,4.48
0.511454545450926,3.15,4.48
0.5147272727236586,3.18,4.48
0.5179999999963911,3.21,4.48
0.5217777777741301,3.24,4.48
0.5255555555518691,3.26,4.48
0.5293333333296081,3.29,4.48
0.533111111107347,3.32,4.48
0.536888888885086,3.34,4.48
0.5406666666628249,3.23,0.0
0.544444444440564,3.12,0.0
0.5482222222183029,3.01,0.0
0.5519999999960419,2.92,0.0
0.5554545454506297,2.82,0.0
0.5589090909052175,2.73,0.0
0.5623636363598052,2.64,0.0
0.565818181814393,2.56,0.0
0.5692727272689808,2.48,0.0
0.5727272727235686,2.4,0.0
0.5761818181781564,2.32,0.0
0.5796363636327442,2.25,0.0
0.583090909087332,2.18,0.0
0.5865454545419198,2.11,0.0
0.5899999999965075,2.05,0.0
0.5930909090873849,1.98,0.0
0.5961818181782622,1.92,0.0
0.5992727272691396,1.86,0.0
0.6023636363600169,1.8,0.0
0.6054545454508943,1.75,0.0
0.6085454545417716,1.69,0.0
0.611636363632649,1.68,4.49
0.6147272727235262,1.75,4.5
0.6178181818144036,1.81,4.5
0.6209090909052809,1.86,4.48
0.6239999999961583,1.91,4.5
0.6275999999961641,1.97,4.49
0.6311999999961699,2.02,4.48
0.6347999999961758,2.07,4.48
0.6383999999961816,2.12,4.48
0.6419999999961874,2.16,4.48
0.6455999999961932,2.21,4.48
0.649199999996199,2.26,4.48
0.6527999999962049,2.3,4.48
0.6563999999962107,2.34,4.48
0.6599999999962165,2.39,4.48
0.662999999996497,2.43,4.48
0.6659999999967774,2.47,4.48
0.6689999999970578,2.51,4.48
0.6719999999973383,2.55,4.48
0.6749999999976187,2.59,4.48
0.6779999999978993,2.63,4.48
0.6809999999981797,2.67,4.48
0.6839999999984602,2.71,4.48
0.6869999999987406,2.74,4.48
0.6899999999990211,2.78,4.48
0.6929999999993015,2.81,4.48
0.696999999999308,2.85,4.48
0.7009999999993144,2.88,4.48
0.704999999999321,2.92,4.48
0.7089999999993274,2.95,4.48
0.7129999999993338,2.98,4.49
0.7169999999993403,3.01,4.48
0.7209999999993468,3.04,4.48
0.7249999999993533,3.07,4.48
0.7289999999993597,3.11,4.48
0.7322727272720922,3.13,4.48
0.7355454545448249,3.16,4.48
0.7388181818175574,3.19,4.48
0.74209090909029,3.22,4.48
0.7453636363630225,3.25,4.48
0.7486363636357551,3.28,4.48
0.7519090909084877,3.3,4.48
0.7551818181812202,3.33,4.48
0.7584545454539527,3.3,0.0
0.7617272727266854,3.18,0.0
0.7649999999994179,3.07,0.0
0.7680909090902953,2.97,0.0
0.7711818181811726,2.87,0.0
0.77427272727205,2.78,0.0
0.7773636363629273,2.69,0.0
0.7804545454538047,2.61,0.0
0.7835454545446819,2.52,0.0
0.7866363636355593,2.44,0.0
0.7897272727264366,2.36,0.0
0.792818181817314,2.29,0.0
0.7959090909081913,2.22,0.0
0.7989999999990687,2.15,0.0
0.8025999999990745,2.08,0.0
0.8061999999990803,2.02,0.0
0.8097999999990861,1.95,0.0
0.813399999999092,1.89,0.0
0.8169999999990978,1.84,0.0
0.8205999999991036,1.78,0.0
0.8241999999991094,1.72,0.0
0.8277999999991152,1.67,0.0
0.8313999999991211,1.71,4.49
0.8349999999991269,1.77,4.5
0.8381818181806011,1.83,4.5
0.8413636363620753,1.88,4.5
0.8445454545435496,1.94,4.5
0.8477272727250238,1.99,4.5
0.850909090906498,2.04,4.48
0.8540909090879722,2.09,4.48
0.8572727272694465,2.14,4.48
0.8604545454509207,2.18,4.48
0.8636363636323949,2.23,4.48
0.8668181818138692,2.28,4.48
0.8699999999953434,2.32,4.48
0.8737777777730824,2.36,4.48
0.8775555555508213,2.4,4.48
0.8813333333285603,2.45,4.48
0.8851111111062993,2.49,4.48
0.8888888888840383,2.53,4.48
0.8926666666617772,2.57,4.48
0.8964444444395162,2.61,4.48
0.9002222222172551,2.65,4.48
0.9039999999949941,2.68,4.48
0.9070909090858715,2.72,4.48
0.9101818181767488,2.75,4.48
0.9132727272676262,2.79,4.48
0.9163636363585035,2.83,4.48
0.9194545454493809,2.86,4.48
0.9225454545402582,2.89,4.48
0.9256363636311356,2.92,4.48
0.9287272727220128,2.96,4.48
0.9318181818128902,2.99,4.48
0.9349090909037675,3.02,4.48
0.9379999999946449,3.06,4.48
0.9414999999949941,3.09,4.48
0.9449999999953433,3.12,4.48
0.9484999999956927,3.14,4.48
0.9519999999960419,3.17,4.48
0.9554999999963911,3.2,4.48
0.9589999999967403,3.23,4.48
0.9624999999970896,3.26,4.48
0.9659999999974389,3.28,4.48
0.9694999999977881,3.31,4.48
0.9729999999981374,3.34,4.48
0.9768888888874143,3.25,0.0
0.9807777777766913,3.13,0.0
0.9846666666659681,3.03,0.0
0.9885555555552451,2.93,0.0
0.9924444444445221,2.83,0.0
0.996333333333799,2.74,0.0
1.0002222222230759,2.66,0.0
1.0041111111123528,2.57,0.0
1.0080000000016298,2.49,0.0
1.011181818183104,2.41,0.0
1.0143636363645783,2.33,0.0
1.0175454545460525,2.26,0.0
1.0207272727275267,2.19,0.0
1.023909090909001,2.12,0.0
1.0270909090904752,2.06,0.0
1.0302727272719494,1.99,0.0
1.0334545454534236,1.93,0.0
1.0366363636348979,1.87,0.0
1.039818181816372,1.81,0.0
1.0429999999978463,1.76,0.0
1.046181818179982,1.7,0.0
1.0493636363621177,1.67,4.49
1.0525454545442534,1.74,4.5
1.055727272726389,1.8,4.5
1.0589090909085248,1.86,4.5
1.0620909090906603,1.9,4.49
1.065272727272796,1.96,4.5
1.0684545454549317,2.01,4.48
1.0716363636370674,2.06,4.48
1.074818181819203,2.11,4.48
1.0780000000013388,2.16,4.48
1.0818000000006578,2.2,4.48
1.0855999999999768,2.25,4.48
1.0893999999992956,2.29,4.48
1.0931999999986146,2.34,4.48
1.0969999999979336,2.38,4.48
1.1007999999972526,2.42,4.48
1.1045999999965717,2.46,4.48
1.1083999999958905,2.5,4.48
1.1121999999952095,2.54,4.48
1.1159999999945285,2.58,4.48
1.1190833333281869,2.62,4.48
1.122166666661845,2.66,4.48
1.1252499999955035,2.7,4.48
1.1283333333291619,2.73,4.48
1.13141666666282,2.77,4.48
1.1344999999964784,2.8,4.48
1.1375833333301368,2.84,4.48
1.140666666663795,2.87,4.48
1.1437499999974534,2.91,4.48
1.1468333333311118,2.94,4.49
1.14991666666477,2.97,4.48
1.1529999999984284,3.0,4.48
1.156666666665438,3.04,4.48
1.1603333333324473,3.07,4.48
1.1639999999994568,3.1,4.48
1.1676666666664661,3.13,4.48
1.1713333333334757,3.15,4.48
1.175000000000485,3.18,4.48
1.1786666666674945,3.21,4.48
1.1823333333345039,3.24,4.48
1.1860000000015134,3.27,4.48
1.1890909090923907,3.3,4.48
1.1921818181832682,3.32,4.48
1.1952727272741455,3.33,0.0
1.1983636363650227,3.2,0.0
1.2014545454559,3.09,0.0
1.2045454545467775,2.99,0.0
1.2076363636376548,2.89,0.0
1.210727272728532,2.79,0.0
1.2138181818194094,2.71,0.0
1.2169090909102869,2.62,0.0
1.2200000000011642,2.54,0.0
1.2235000000007858,2.46,0.0
1.2270000000004075,2.38,0.0
1.230500000000029,2.3,0.0
1.2339999999996507,2.23,0.0
1.2374999999992724,2.16,0.0
1.240999999998894,2.09,0.0
1.2444999999985158,2.03,0.0
1.2479999999981373,1.96,0.0
1.251499999997759,1.9,0.0
1.2549999999973807,1.85,0.0
1.2582727272701133,1.79,0.0
1.2615454545428457,1.73,0.0
1.2648181818155784,1.68,0.0
1.268090909088311,1.69,4.48
1.2713636363610434,1.76,4.5
1.274636363633776,1.82,4.5
1.2779090909065085,1.88,4.5
1.2811818181792411,1.93,4.5
1.2844545454519738,1.98,4.48
1.2877272727247062,2.03,4.48
1.2909999999974389,2.08,4.48
1.2951111111089832,2.13,4.48
1.2992222222205276,2.18,4.48
1.3033333333320722,2.22,4.48
1.3074444444436166,2.27,4.48
1.311555555555161,2.31,4.48
1.3156666666667054,2.35,4.48
1.31977777777825,2.4,4.48
1.3238888888897944,2.44,4.48
1.3280000000013388,2.48,4.48
1.3310000000009579,2.52,4.48
1.3340000000005767,2.56,4.48
1.3370000000001958,2.6,4.48
1.339999999999815,2.64,4.48
1.3429999999994338,2.68,4.48
1.3459999999990528,2.71,4.48
1.3489999999986717,2.75,4.48
1.3519999999982908,2.78,4.48
1.3549999999979099,2.82,4.48
1.3579999999975287,2.85,4.48
1.3609999999971478,2.89,4.48
1.3647999999971945,2.92,4.48
1.368599999997241,2.95,4.48
1.3723999999972876,2.99,4.48
1.376199999997334,3.02,4.48
1.3799999999973807,3.05,4.48
1.3837999999974273,3.08,4.48
1.3875999999974737,3.11,4.48
1.3913999999975204,3.14,4.48
